Model,LH_day_city,LH_day_non-city,LH_night_city,LH_night_non-city,LH_URB_day_city,LH_URB_day_non-city,LH_URB_night_city,LH_URB_night_non-city,LNET_URB_day_city,LNET_URB_day_non-city,LNET_URB_night_city,LNET_URB_night_non-city,LWDNB_day_city,LWDNB_day_non-city,LWDNB_night_city,LWDNB_night_non-city,PBLH_day_city,PBLH_day_non-city,PBLH_night_city,PBLH_night_non-city,PSFC_day_city,PSFC_day_non-city,PSFC_night_city,PSFC_night_non-city,Q2_day_city,Q2_day_non-city,Q2_night_city,Q2_night_non-city,QC_URB_day_city,QC_URB_day_non-city,QC_URB_night_city,QC_URB_night_non-city,RB_URB_day_city,RB_URB_day_non-city,RB_URB_night_city,RB_URB_night_non-city,RG_URB_day_city,RG_URB_day_non-city,RG_URB_night_city,RG_URB_night_non-city,RH_day_city,RH_day_non-city,RH_night_city,RH_night_non-city,RR_URB_day_city,RR_URB_day_non-city,RR_URB_night_city,RR_URB_night_non-city,SH_URB_day_city,SH_URB_day_non-city,SH_URB_night_city,SH_URB_night_non-city,SNET_URB_day_city,SNET_URB_day_non-city,SNET_URB_night_city,SNET_URB_night_non-city,SWDNB_day_city,SWDNB_day_non-city,SWDNB_night_city,SWDNB_night_non-city,SWDOWN_day_city,SWDOWN_day_non-city,SWDOWN_night_city,SWDOWN_night_non-city,T2_day_city,T2_day_non-city,T2_night_city,T2_night_non-city,TB_URB_day_city,TB_URB_day_non-city,TB_URB_night_city,TB_URB_night_non-city,TC_URB_day_city,TC_URB_day_non-city,TC_URB_night_city,TC_URB_night_non-city,TG_URB_day_city,TG_URB_day_non-city,TG_URB_night_city,TG_URB_night_non-city,TR_URB_day_city,TR_URB_day_non-city,TR_URB_night_city,TR_URB_night_non-city,TS_URB_day_city,TS_URB_day_non-city,TS_URB_night_city,TS_URB_night_non-city,UC_URB_day_city,UC_URB_day_non-city,UC_URB_night_city,UC_URB_night_non-city,WS_day_city,WS_day_non-city,WS_night_city,WS_night_non-city
Model_34,82.39416271959296,31.172876638635415,-0.6512775087726053,8.173022113720146,0.0,0.0,0.0,0.0,-171.28022136721543,0.0,-95.66964351674518,0.0,325.3176081812308,320.48976760139703,319.3254242141819,313.0554221942101,794.537798788564,990.5973892574465,376.28671125989337,471.6000795371031,95980.96929090617,93235.98916341588,95967.38212082055,93214.68202626855,0.009901729207720885,0.007600392836635758,0.00960546258358908,0.007312778263275697,0.00964698786520756,0.009999997999999998,0.009648635659182685,0.009999998497528102,-0.0010363616602099821,0.0,-0.0011397958856889034,0.0,-0.002931821315419157,0.0,-0.0011130179321466645,0.0,61.60153116523987,45.230913459404285,74.16751863673073,53.88883607622304,-0.003557074509126151,0.0,-0.0016910722191083832,0.0,187.19429847197543,0.0,27.945810278791793,0.0,438.4009683463534,0.0,0.0,0.0,569.7300619156841,594.1395063701208,0.0,0.0,569.7300726829269,594.1395063627419,0.0,0.0,287.27799121951216,296.44389081093044,283.58374142626394,291.7140137560568,300.62669877241154,307.14761108419214,293.52494250524956,307.14761965909935,296.1514845291552,307.14761108419214,289.40124675496685,307.14761965909935,306.3887746777581,307.14761108419214,290.57846638669037,307.14761965909935,298.03075768050394,307.14761108419214,283.2284240526571,307.14761965909935,290.6254082878372,307.14761108419214,285.63307297205625,307.14761965909935,0.6020359559877242,0.0,0.413721891739622,0.0,3.2927100396381843,4.819866456029712,2.2026862623162655,3.7511942743955533
Model_35,82.2017851687934,31.122009858031827,-0.5781779992931675,8.13069430679022,0.0,0.0,0.0,0.0,-178.2541916326322,0.0,-99.12678921841045,0.0,325.17385647068323,320.48735011289574,319.2751800662252,312.9941389214649,802.2295091180746,989.7185529065105,388.7956664577613,471.1400016144821,95981.10644806978,93236.0506085053,95967.13468292683,93214.6800364021,0.009911572444354708,0.007601781775824582,0.009612058699273137,0.0073122819894360135,0.00965664983015668,0.009999997999999998,0.009647728867711194,0.009999998497528102,-0.0011014708249394282,0.0,-0.001217280822169278,0.0,-0.0032232371600872233,0.0,-0.0012105389178727185,0.0,61.612035000484575,45.2352674327914,73.79845808625423,53.88679648240156,-0.003568040511807463,0.0,-0.0016980247780003233,0.0,183.4141022403489,0.0,30.303692533096427,0.0,447.26360853495913,0.0,0.0,0.0,569.6613049830398,594.0541132515926,0.0,0.0,569.6613050218058,594.0541136119241,0.0,0.0,287.2790015070263,296.4445855038493,283.66475993054434,291.7132852842069,301.20131712485863,307.14761108419214,293.5752480132451,307.14761965909935,296.39527074947506,307.14761108419214,289.1879900016152,307.14761965909935,307.3683050040382,307.14761108419214,290.3714780116298,307.14761965909935,298.0871008366985,307.14761108419214,283.27688583750603,307.14761965909935,290.6149511742853,307.14761108419214,285.8016203149734,307.14761965909935,0.5971888649038928,0.0,0.41006688288483284,0.0,3.126812415538685,4.807073288233269,2.0933152738652883,3.7405256501758615
Model_36,81.52649838168308,30.970986587549497,-0.16450415201744464,7.986080567129891,0.0,0.0,0.0,0.0,-175.20258119101308,0.0,-110.73680335835462,0.0,324.9846901486028,320.4270813766387,319.5872760927153,312.8493030167007,825.4506664206104,986.3896368241631,443.29731752867065,467.70421420640974,95981.287459215,93236.21954632658,95965.55184913585,93214.6629900878,0.009955802885705058,0.007604989214135327,0.00963588456372153,0.007306919261497405,0.009695948879340978,0.009999997999999998,0.009628168750282667,0.009999998497528102,-0.0008731993590647714,0.0,-0.0009499521171991601,0.0,-0.002214063365126797,0.0,-0.0008583925290518493,0.0,61.668723940235836,45.23268986580417,71.86966736359233,53.82784096254027,-0.003689300282894524,0.0,-0.0017421358535293168,0.0,165.6691114488774,0.0,41.28994554773058,0.0,441.7182089659848,0.0,0.0,0.0,570.5266888628654,594.1290868844234,0.0,0.0,570.5266546922952,594.1290785837617,0.0,0.0,287.287317113552,296.4489427773815,284.0800071668551,291.71609829229897,299.84682483120656,307.14761108419214,294.315259433048,307.14761965909935,296.2226299418511,307.14761108419214,290.8349455790664,307.14761965909935,304.4705393248264,307.14761108419214,291.91569921175903,307.14761965909935,298.8829189387821,307.14761108419214,283.6930974010661,307.14761965909935,290.4986756953642,307.14761108419214,286.4890920562106,307.14761965909935,0.3610205471280891,0.0,0.24932594887417217,0.0,2.480271697948635,4.756184918589665,1.6791413911839768,3.6971113965860742
Model_37,81.68539861847844,31.044165333989227,-0.5094999718849943,8.059251746637973,0.0,0.0,0.0,0.0,-189.8849522890211,0.0,-103.3663886236241,0.0,325.1915979583266,320.48294963228966,319.6202034873203,312.9630555355781,819.8514048295913,988.1843218289592,413.2092662283961,468.89248108566795,95981.25063220804,93236.15431969895,95966.94764028427,93214.75057419387,0.009922950523017284,0.00759730593464594,0.009612544326441607,0.00730983425844996,0.009668350448150542,0.009999997999999998,0.009646234131319658,0.009999998497528102,-0.0011971570768631885,0.0,-0.001321045643902439,0.0,-0.003614104072379261,0.0,-0.0013422867516007107,0.0,61.674620302212894,45.20010935425634,73.44982751736391,53.86907602292349,-0.0036380878636892264,0.0,-0.0017205770704086577,0.0,176.51346692941365,0.0,32.48247292682927,0.0,458.7001410996367,0.0,0.0,0.0,568.8248181101599,594.0287097980668,0.0,0.0,568.8248130447423,594.0287121415746,0.0,0.0,287.2703092521402,296.4509625988145,283.7234716265546,291.7131365036771,302.0880395299628,307.14761108419214,293.75255701825233,307.14761965909935,297.10145725084806,307.14761108419214,289.0901130092069,307.14761965909935,308.6652695590373,307.14761108419214,290.1889378678727,307.14761965909935,298.56435946858346,307.14761108419214,283.52239378452595,307.14761965909935,290.6082436149249,307.14761108419214,285.9855849426587,307.14761965909935,0.6462382980730093,0.0,0.4404750610434502,0.0,2.6450498956549833,4.7701211112034825,1.756336080019383,3.7105865948717316
Model_38,82.32506816007105,31.17576931714096,-0.739884808292263,8.179933283714243,0.0,0.0,0.0,0.0,-183.03965657843338,0.0,-95.22276895627404,0.0,325.32189219027623,320.5126261268662,319.2833930431271,313.05961991366803,793.0186395041188,990.7661373706865,369.28731298497814,471.9619832520845,95981.20802519786,93236.01588243108,95967.85892521401,93214.71594736453,0.009896891802455177,0.007596215290171434,0.009603417858504281,0.007309692483451805,0.009642820810531418,0.009999997999999998,0.009656548450977225,0.009999998497528102,-0.0012138751147989016,0.0,-0.0013467417768050396,0.0,-0.003815243589517041,0.0,-0.0014058952821321272,0.0,61.65791785478921,45.21684052787957,74.63729587562591,53.88156006318715,-0.0035485697576320466,0.0,-0.0016864458351316424,0.0,188.0884084703602,0.0,25.726118246648358,0.0,451.8260578213898,0.0,0.0,0.0,569.1180934824746,594.0357822741471,0.0,0.0,569.1180934889356,594.0357807858426,0.0,0.0,287.2608006945566,296.4419171247264,283.4862669617187,291.7104866168188,301.84416784848975,307.14761108419214,293.0812247892101,307.14761965909935,296.5513547375222,307.14761108419214,288.3307208528509,307.14761965909935,308.75286917622356,307.14761108419214,289.43975578904866,307.14761965909935,297.9721736649976,307.14761108419214,283.1827485382006,307.14761965909935,290.6095690680019,307.14761108419214,285.4784895671135,307.14761965909935,0.7477837208237763,0.0,0.5103611920513649,0.0,3.322713350541108,4.823285402747374,2.1996057008560816,3.7530443444228547
Model_39,81.52304475674366,31.01174361121086,-0.43026799540623484,8.021389410628428,0.0,0.0,0.0,0.0,-191.32368768626884,0.0,-105.896788949809,0.0,325.1356329914392,320.4451578399783,319.7392333758682,312.92392141894385,826.2653671038605,987.4159101697124,425.9627813681149,468.1851071414517,95981.24532288806,93236.16696755786,95966.62535099337,93214.71568876208,0.009929887162720077,0.0075973411024596,0.009614959985915038,0.00730962046664289,0.009674575534243257,0.009999997999999998,0.00964096640865773,0.009999998497528102,-0.0011847845303505087,0.0,-0.0013045347640041995,0.0,-0.003522343478323373,0.0,-0.0013122333867921175,0.0,61.668950474882884,45.196938792139115,73.0704509778711,53.862236667215974,-0.0036758398099499276,0.0,-0.0017326144562106285,0.0,172.87494625424003,0.0,34.54009770040381,0.0,459.98612474397584,0.0,0.0,0.0,568.9678321741237,594.0718149364193,0.0,0.0,568.9678321838151,594.0718106842611,0.0,0.0,287.2732686900339,296.4524460572595,283.8006742125666,291.71405200703447,302.11194968664194,307.14761108419214,293.9620088693264,307.14761965909935,297.2442614634146,307.14761108419214,289.36411595541915,307.14761965909935,308.5514010079147,307.14761108419214,290.4525588677112,307.14761965909935,298.8106999450816,307.14761108419214,283.6416068938782,307.14761965909935,290.59520548053626,307.14761108419214,286.123655068648,307.14761965909935,0.6129107591116135,0.0,0.41723001318203845,0.0,2.462677753771604,4.756762060083134,1.6343960281263124,3.69889257786605
Model_4,81.75416284202875,31.109152404776545,-0.8002488796858342,8.103018522298251,0.0,0.0,0.0,0.0,-206.5517185965638,0.0,-98.28110966205259,0.0,325.15669638345986,320.4796346368399,319.45854896301086,312.9966249735593,809.5066729865933,988.8963151275303,384.27964320465196,469.57822989177754,95981.64658148927,93236.1862329734,95968.27238572121,93214.84724738667,0.009904397701469876,0.007589701644098186,0.009598772938782103,0.0073092782691689005,0.009651600118397673,0.009999997999999998,0.009664937432724924,0.009999998497528102,-0.0013681844566952029,0.0,-0.0015195039578581814,0.0,-0.004661312745049265,0.0,-0.0016641092500242287,0.0,61.77636830899693,45.18358259460855,74.83864082377644,53.90061879071255,-0.0035875561330641252,0.0,-0.001698682784380552,0.0,180.94829627846877,0.0,25.471033822096594,0.0,475.05833403804104,0.0,0.0,0.0,568.1312774188337,593.9340995990851,0.0,0.0,568.1313730964303,593.9340967828418,0.0,0.0,287.2325956388306,296.44472972968987,283.4228288644807,291.7055188835871,303.0104971603941,307.14761108419214,292.80678941528026,307.14761965909935,297.2114077564206,307.14761108419214,287.49070278791794,307.14761965909935,310.7867346987562,307.14761108419214,288.4872436779196,307.14761965909935,298.2146349701179,307.14761108419214,283.3144118672266,307.14761965909935,290.57828665805204,307.14761108419214,285.506011733161,307.14761965909935,0.8486680829946698,0.0,0.57202144446293,0.0,2.8653494766919723,4.786698944705709,1.8673244916733966,3.7228911772560687
Model_40,81.86424255225327,31.099462010846842,-0.6525675692198353,8.09281392232924,0.0,0.0,0.0,0.0,-193.43534732534226,0.0,-100.06525821840125,0.0,325.15178875787433,320.4725277155225,319.5259220449039,312.9638235135401,813.0575371926992,988.7858574122537,396.3401598029397,469.76320300464863,95981.2647601357,93236.11410470521,95967.50933322564,93214.77913156406,0.009914719289452431,0.007595706022183142,0.00960593485010499,0.007310948398974346,0.00966130253706994,0.009999997999999998,0.009655402943692458,0.009999998497528102,-0.0012659762453561623,0.0,-0.0014002801455984492,0.0,-0.004011389302406719,0.0,-0.0014683248002745923,0.0,61.705841916976254,45.201138458617216,74.13025077741882,53.89220785338319,-0.0036048001859150377,0.0,-0.001706997069843321,0.0,180.7504342416411,0.0,28.93163990890002,0.0,462.61969028535873,0.0,0.0,0.0,569.0381753190115,594.1787443714489,0.0,0.0,569.03817530932,594.1787443714489,0.0,0.0,287.2606976239703,296.4483220973018,283.57900778711036,291.7100296849251,302.41994630754317,307.14761108419214,293.33977322726537,307.14761965909935,297.1026745646907,307.14761108419214,288.4260067695041,307.14761965909935,309.48289905992567,307.14761108419214,289.49310732676463,307.14761965909935,298.33194262962365,307.14761108419214,283.39454674366016,307.14761965909935,290.61972957680507,307.14761108419214,285.7457517089323,307.14761965909935,0.7417531848182846,0.0,0.5035319499854628,0.0,2.8186307440316587,4.784867984843938,1.8584498870570183,3.721076067675923
Model_41,80.997701944597,30.925008192021053,-0.15299059488450975,7.929662792732863,0.0,0.0,0.0,0.0,-202.69047774647967,0.0,-114.82440487827058,0.0,325.03935437247617,320.4170506365448,319.9333617363915,312.8335946196227,839.0344196365692,985.6532238168089,457.83418653852374,466.1188317507441,95981.45903214344,93236.24132572497,95965.92014537232,93214.70811766731,0.00995498338782103,0.007595642155451706,0.00963828161980294,0.007303686299835206,0.009696140952350185,0.009999997999999998,0.009633531067921176,0.009999998497528102,-0.001207125303047973,0.0,-0.0013338044357018252,0.0,-0.0036027689527701502,0.0,-0.0013350935334404783,0.0,61.73602943805523,45.17558330073542,71.98791725504765,53.813191285264516,-0.0037529526184138266,0.0,-0.0017587231697302537,0.0,161.38981848651267,0.0,40.723954133225654,0.0,473.25050675494737,0.0,0.0,0.0,568.59171570021,594.1221084118356,0.0,0.0,568.5917199903085,594.1221084118356,0.0,0.0,287.2686789113229,296.4566582138378,284.0499635147795,291.714741004993,302.5383060087224,307.14761108419214,294.32851973509935,307.14761965909935,297.5252661444032,307.14761108419214,289.6113673283799,307.14761965909935,309.0795286221935,307.14761108419214,290.70208239056694,307.14761965909935,299.31517790825393,307.14761108419214,283.888372514941,307.14761965909935,290.4852827927637,307.14761108419214,286.4784245356162,307.14761965909935,0.5154840022936521,0.0,0.34945531862380874,0.0,2.085631937360685,4.725245883068106,1.3795699984703602,3.6711214053496324
Model_42,81.29935166338234,30.977161963401137,-0.25605790759328056,7.980735438596306,0.0,0.0,0.0,0.0,-192.5568936345834,0.0,-110.64695041941002,0.0,325.0863948425133,320.4429060410261,319.8566304506541,312.89085628132915,833.499830285899,986.0402382035073,445.0916915215636,467.7562876409966,95981.26929736715,93236.22084880833,95966.04872718462,93214.71284489756,0.00994431230358585,0.007597359356526552,0.0096290289928283,0.007306865496094154,0.009686765854950735,0.009999997999999998,0.009634990741156518,0.009999998497528102,-0.0011453363498077854,0.0,-0.0012599364165643675,0.0,-0.0033153980174608303,0.0,-0.001242140294261024,0.0,61.67238859893394,45.186917791548815,72.33257481666936,53.83195735391199,-0.003718697423049588,0.0,-0.0017475346175415928,0.0,166.77768036504602,0.0,38.61292629294137,0.0,461.65808335467193,0.0,0.0,0.0,569.0134553464707,594.1039639594658,0.0,0.0,569.0134895170409,594.1039471633421,0.0,0.0,287.27891068486514,296.4552691949726,283.96953550314976,291.7166403118774,301.98405285898883,307.14761108419214,294.26306257793567,307.14761965909935,297.27221386528834,307.14761108419214,289.8012882652237,307.14761965909935,308.1588801534486,307.14761108419214,290.8980505184946,307.14761965909935,299.09289361815536,307.14761108419214,283.7839331448878,307.14761965909935,290.54609862219354,307.14761108419214,286.3651551849458,307.14761965909935,0.5305748303440478,0.0,0.36125516401066066,0.0,2.2694422646535295,4.740130468280985,1.5089041514941042,3.686173564205426
Model_43,81.02018030318204,30.905315131047544,0.06471019121789694,7.902859502674324,0.0,0.0,0.0,0.0,-185.20214604038918,0.0,-118.40850215002085,0.0,324.97769469552577,320.3861987323216,319.9399250524956,312.7903970740586,841.7482172508479,984.3247346215903,475.3365270182523,465.7516530806503,95981.26413568083,93236.24958531126,95964.90529639799,93214.66103443442,0.00997508954579228,0.00760073643982832,0.009655390912324343,0.007301928290210788,0.009712196749151995,0.009999997999999998,0.009624641610967533,0.009999998497528102,-0.0009577361228945245,0.0,-0.0010432240105378776,0.0,-0.0024972957970764015,0.0,-0.0009595500091358424,0.0,61.711755582619936,45.19395994751211,71.03720910434501,53.78237204188701,-0.0037845396182199977,0.0,-0.0017724648343078661,0.0,156.0777089694718,0.0,46.245694208205464,0.0,453.41668506074774,0.0,0.0,0.0,570.1406537247618,594.278999377475,0.0,0.0,570.1406573429172,594.278978625821,0.0,0.0,287.2880346858343,296.45727277541386,284.2743695461153,291.7184754111223,300.7772155451462,307.14761108419214,294.69353392020673,307.14761965909935,296.90445487966406,307.14761108419214,290.9640106154095,307.14761965909935,305.79091399127765,307.14761108419214,292.007523140042,307.14761965909935,299.51942947665964,307.14761108419214,284.0014721983524,307.14761965909935,290.4362473380714,307.14761108419214,286.76503620416736,307.14761965909935,0.3703676087594896,0.0,0.25318866959780323,0.0,1.994244897334841,4.716916091516835,1.3335010437183008,3.665348340819539
Model_44,81.58638159554191,31.007296376048405,-0.31705666001776783,8.021370646400126,0.0,0.0,0.0,0.0,-187.98599066041166,0.0,-107.89179967352126,0.0,325.0483541318043,320.45258144304796,319.685265504765,312.90976644415474,824.4462304328865,987.4609499171115,430.5906660313358,467.4759083333743,95981.2791368115,93236.15496701674,95966.24287514134,93214.69784757851,0.009937566904829592,0.007601323525058415,0.00962784180071071,0.007309578832255209,0.009680634108415442,0.009999997999999998,0.009637967117299306,0.009999998497528102,-0.0011195877456356002,0.0,-0.0012330811948457437,0.0,-0.003231606538329834,0.0,-0.0012127137510192215,0.0,61.65456974543693,45.21433686277885,72.61549694556614,53.85301999980324,-0.003670538644306251,0.0,-0.0017320506819899855,0.0,171.0224581424649,0.0,37.02186113858827,0.0,457.4423854258594,0.0,0.0,0.0,569.5089432886448,594.2019224901001,0.0,0.0,569.5089022678081,594.2019224901001,0.0,0.0,287.28056474559844,296.4516330368694,283.91580534162495,291.7160307290257,301.6765011064448,307.14761108419214,294.0994522338879,307.14761965909935,296.96641106767885,307.14761108419214,289.69310480374736,307.14761965909935,307.7835957680504,307.14761108419214,290.8277434727831,307.14761965909935,298.7638326118559,307.14761108419214,283.62786453077047,307.14761965909935,290.56405256662896,307.14761108419214,286.25351052334037,307.14761965909935,0.5292696040671943,0.0,0.36217957784202875,0.0,2.5204539000646102,4.761180655372998,1.6855591397835568,3.7010801007034457
Model_45,81.09059099014698,30.993742036402097,-0.4662619951678242,7.9831173345084485,0.0,0.0,0.0,0.0,-216.54013700989822,0.0,-109.11469279202917,0.0,324.9751906364077,320.39720177386425,319.86910006784046,312.86985693312346,833.0852068793411,985.9007566721598,433.7513934970118,467.2086603413926,95981.80297932481,93236.2907836289,95967.17534404782,93214.8095562142,0.00993535430957842,0.00758851533421797,0.009613518285898886,0.007303369494438843,0.009679916350848005,0.009999997999999998,0.009648073730415117,0.009999998497528102,-0.001350603246260701,0.0,-0.0014996263313358103,0.0,-0.004411757417896947,0.0,-0.0015869820064981425,0.0,61.81458090470037,45.15587871426815,73.31979983960588,53.84412896576235,-0.003719138283605234,0.0,-0.0017418343411080602,0.0,166.1445299386206,0.0,33.80667916750121,0.0,485.99591147057265,0.0,0.0,0.0,568.399847497981,594.2602758196621,0.0,0.0,568.399847497981,594.2602659178002,0.0,0.0,287.2361101776773,296.45302608333134,283.7347891342271,291.7082504144428,303.3676958972702,307.14761108419214,293.69954946696816,307.14761965909935,297.72635580520114,307.14761108419214,288.41272697302537,307.14761965909935,310.8450384913584,307.14761108419214,289.45189400904536,307.14761965909935,299.076390977225,307.14761108419214,283.7393705168793,307.14761965909935,290.49588485866576,307.14761108419214,286.09289407850105,307.14761965909935,0.6565377600549184,0.0,0.4411400197060249,0.0,2.2162044856065255,4.736512282143297,1.4462046263603618,3.681126643628404
Model_46,81.89933396091101,31.08583523088275,-0.509008935602326,8.08435947445655,0.0,0.0,0.0,0.0,-182.4088124930064,0.0,-101.9594391092415,0.0,325.17588796317233,320.4761282455666,319.5291714101115,312.96039846766854,814.4222045533841,988.6953585377672,406.1392703020514,469.7428489731165,95981.08732902599,93236.06153845588,95966.79580552418,93214.70061930295,0.009919880938943627,0.007599116905568536,0.00961101394162494,0.007311772191165113,0.009664909279664029,0.009999997999999998,0.009642824938345985,0.009999998497528102,-0.0011228195912615084,0.0,-0.001236472251660475,0.0,-0.003272661542545631,0.0,-0.0012287786152366336,0.0,61.62310621321273,45.210708175492535,73.41921148182846,53.87819143141403,-0.0036148224327249233,0.0,-0.0017134947705055724,0.0,178.87981628654498,0.0,32.34455020594412,0.0,450.9754387302468,0.0,0.0,0.0,569.3755950654175,594.0294183798609,0.0,0.0,569.3755469746407,594.0294188201294,0.0,0.0,287.28083587950255,296.4492617431192,283.7319502826684,291.713846294611,301.49875102568245,307.14761108419214,293.7888212889678,307.14761965909935,296.77248936359234,307.14761108419214,289.37893141980294,307.14761965909935,307.66883371830073,307.14761108419214,290.5165905055726,307.14761965909935,298.40543855273785,307.14761108419214,283.4485269665644,307.14761965909935,290.6230063156194,307.14761108419214,285.96810823453404,307.14761965909935,0.6044777340171217,0.0,0.41368922656759816,0.0,2.799475616168632,4.7838722190963425,1.8686690989436276,3.7203021246009293
Model_47,82.22706221547406,31.163839099466266,-0.6780560524514617,8.159330278731582,0.0,0.0,0.0,0.0,-182.64179679283313,0.0,-96.8298574929961,0.0,325.3051193797448,320.509179321888,319.35400800839926,313.01182884324965,797.9065653303184,990.434082237253,378.06451598287833,471.5082371109527,95981.23436924568,93236.0561017783,95967.61703925053,93214.71228875717,0.009903114904054272,0.007597240748299186,0.009606606254304637,0.007311102288565314,0.00964892575569375,0.009999997999999998,0.009653480335519302,0.009999998497528102,-0.0011890687412938136,0.0,-0.001318422858213536,0.0,-0.003672205472072363,0.0,-0.0013588442409223067,0.0,61.65726697980939,45.221732570898,74.33547859441124,53.889875521361645,-0.0035539541954611536,0.0,-0.0016895488068001938,0.0,186.17344833952512,0.0,27.44429898723954,0.0,451.7393662309039,0.0,0.0,0.0,569.1269676821192,593.898308970657,0.0,0.0,569.1269676821192,593.8983033890844,0.0,0.0,287.26480278953323,296.4418378264505,283.54971269423356,291.7106412876011,301.73936938459053,307.14761108419214,293.2546477031174,307.14761965909935,296.54893277822646,307.14761108419214,288.5722180810854,307.14761965909935,308.47617448715874,307.14761108419214,289.7092667791956,307.14761965909935,298.00848133257955,307.14761108419214,283.22108441447256,307.14761965909935,290.61263864319176,307.14761108419214,285.60269329833625,307.14761965909935,0.6995522102471331,0.0,0.47834356989823934,0.0,3.2231832594572767,4.815510014600193,2.1417782365207563,3.7472129920062964
Model_48,82.39003762300113,31.181717576850236,-0.64894260936209,8.174083475847949,0.0,0.0,0.0,0.0,-171.24578026038648,0.0,-95.72863140226578,0.0,325.2665146858343,320.46611549573265,319.3001442804071,313.0460719106181,795.1078524309481,990.4241290122244,376.63972304474237,471.4907698270901,95980.99690647716,93236.00361032541,95967.36116653206,93214.70044794254,0.009899908086092715,0.007599860355444327,0.009602102552220965,0.007312493490771577,0.009645200467775806,0.009999997999999998,0.00964513741608787,0.009999998497528102,-0.0010345411821676626,0.0,-0.0011370982060151834,0.0,-0.002920440493337102,0.0,-0.0011093381214827976,0.0,61.586801301889835,45.226905227857436,74.1350045908577,53.888971911651126,-0.0035594345461637863,0.0,-0.0016920220733322568,0.0,187.17781189307055,0.0,27.97973139315135,0.0,438.28292043419157,0.0,0.0,0.0,569.7792026425456,594.213759155127,0.0,0.0,569.7792026425456,594.2137591514377,0.0,0.0,287.2787187546438,296.44423457879327,283.5847311549023,291.7131528231301,300.61499702955905,307.14761108419214,293.53352622678085,307.14761965909935,296.1604841705702,307.14761108419214,289.4219367565821,307.14761965909935,306.35722977709577,307.14761108419214,290.5959999919238,307.14761965909935,298.03956124374093,307.14761108419214,283.2316628945243,307.14761965909935,290.6291519237603,307.14761108419214,285.63867729607495,307.14761965909935,0.6025032412082055,0.0,0.413645991544177,0.0,3.2783780867388144,4.820115752352609,2.191173199192376,3.750229657921145
Model_49,81.80851432321111,31.099868308778316,-0.6544077172747537,8.088299805375705,0.0,0.0,0.0,0.0,-196.85692442322969,0.0,-100.5539224754697,0.0,325.1249757308997,320.49357548122094,319.5384094669682,312.9722624013085,814.4509212372799,988.9096802626856,398.1798812905831,469.4956863369161,95981.33645453077,93236.1277946971,95967.58661605556,93214.78263029737,0.00991360789517041,0.007593160124308237,0.009602146622112744,0.00730998345456379,0.009660231391374577,0.009999997999999998,0.00965294351452108,0.009999998497528102,-0.0012891360496317236,0.0,-0.0014269638505944114,0.0,-0.0041372472033597155,0.0,-0.0015070248105265708,0.0,61.71158207220158,45.18951677182281,74.13701009400742,53.88789452003344,-0.003612056554417703,0.0,-0.0017089209703925051,0.0,179.69192790179295,0.0,28.895537910192214,0.0,466.0920753176647,0.0,0.0,0.0,568.9858473849137,594.0780754492462,0.0,0.0,568.9858475141335,594.0780754492462,0.0,0.0,287.2562142917138,296.44784749809384,283.57029929252144,291.70966932360966,302.598543694072,307.14761108419214,293.30281441608787,307.14761965909935,297.1875332304959,307.14761108419214,288.3008736100792,307.14761965909935,309.8011249733484,307.14761108419214,289.353947283153,307.14761965909935,298.37699518010015,307.14761108419214,283.41247099014697,307.14761965909935,290.60963001776776,307.14761108419214,285.7463169051849,307.14761965909935,0.7509142063414634,0.0,0.5092721164787595,0.0,2.7700598433047974,4.781740347012815,1.823852616750121,3.7187095005214355
Model_5,81.77979865046034,31.096934114666603,-0.6642201468286222,8.08963230754458,0.0,0.0,0.0,0.0,-198.16762059706093,0.0,-100.57168983612978,0.0,325.1031726215474,320.49585439653686,319.4026563156194,312.9654195213616,811.5736535131641,988.2200493988735,394.87847567113556,469.51080132400324,95981.50240284285,93236.18522451237,95967.63420675173,93214.78496598372,0.009910162005491843,0.007593311085463757,0.00960233367804878,0.007308388975895908,0.00965684633086739,0.009999997999999998,0.009652832577208852,0.009999998497528102,-0.0012959676568308836,0.0,-0.0014394989988370218,0.0,-0.004202859991051526,0.0,-0.0015271863771442417,0.0,61.71570458552737,45.19363312740733,74.17370553803909,53.88080735177214,-0.0035983031599418507,0.0,-0.001706150849830399,0.0,179.73239646260703,0.0,28.686749694072045,0.0,467.53466914309314,0.0,0.0,0.0,568.5737947407526,593.8613848562363,0.0,0.0,568.5737947407526,593.8613848562363,0.0,0.0,287.24979758843483,296.4461795737512,283.56473299305446,291.70913542465007,302.6212022290421,307.14761108419214,293.22991126635435,307.14761965909935,297.0865524761751,307.14761108419214,288.1683637667582,307.14761965909935,309.92482095784203,307.14761108419214,289.23234106929414,307.14761965909935,298.28083144726213,307.14761108419214,283.3658335147795,307.14761965909935,290.58991049426584,307.14761108419214,285.7265116879341,307.14761965909935,0.7413349755403006,0.0,0.5030257842852528,0.0,2.8390122875464385,4.783755314076297,1.8701306938232916,3.7216438812037294
