Model,LH_day_city,LH_day_non-city,LH_night_city,LH_night_non-city,LH_URB_day_city,LH_URB_day_non-city,LH_URB_night_city,LH_URB_night_non-city,LNET_URB_day_city,LNET_URB_day_non-city,LNET_URB_night_city,LNET_URB_night_non-city,LWDNB_day_city,LWDNB_day_non-city,LWDNB_night_city,LWDNB_night_non-city,PBLH_day_city,PBLH_day_non-city,PBLH_night_city,PBLH_night_non-city,PSFC_day_city,PSFC_day_non-city,PSFC_night_city,PSFC_night_non-city,Q2_day_city,Q2_day_non-city,Q2_night_city,Q2_night_non-city,QC_URB_day_city,QC_URB_day_non-city,QC_URB_night_city,QC_URB_night_non-city,RB_URB_day_city,RB_URB_day_non-city,RB_URB_night_city,RB_URB_night_non-city,RG_URB_day_city,RG_URB_day_non-city,RG_URB_night_city,RG_URB_night_non-city,RH_day_city,RH_day_non-city,RH_night_city,RH_night_non-city,RR_URB_day_city,RR_URB_day_non-city,RR_URB_night_city,RR_URB_night_non-city,SH_URB_day_city,SH_URB_day_non-city,SH_URB_night_city,SH_URB_night_non-city,SNET_URB_day_city,SNET_URB_day_non-city,SNET_URB_night_city,SNET_URB_night_non-city,SWDNB_day_city,SWDNB_day_non-city,SWDNB_night_city,SWDNB_night_non-city,SWDOWN_day_city,SWDOWN_day_non-city,SWDOWN_night_city,SWDOWN_night_non-city,T2_day_city,T2_day_non-city,T2_night_city,T2_night_non-city,TB_URB_day_city,TB_URB_day_non-city,TB_URB_night_city,TB_URB_night_non-city,TC_URB_day_city,TC_URB_day_non-city,TC_URB_night_city,TC_URB_night_non-city,TG_URB_day_city,TG_URB_day_non-city,TG_URB_night_city,TG_URB_night_non-city,TR_URB_day_city,TR_URB_day_non-city,TR_URB_night_city,TR_URB_night_non-city,TS_URB_day_city,TS_URB_day_non-city,TS_URB_night_city,TS_URB_night_non-city,UC_URB_day_city,UC_URB_day_non-city,UC_URB_night_city,UC_URB_night_non-city,WS_day_city,WS_day_non-city,WS_night_city,WS_night_non-city
Model_18,81.91813519560652,31.072963684728336,-0.4648807505675982,8.079183399426176,0.0,0.0,0.0,0.0,-182.2553068799246,0.0,-102.89775978954953,0.0,325.0800952786303,320.4928037029294,319.4668384768212,312.9721885284207,813.1662157793571,988.5503915335612,407.4565055709902,469.34319428388716,95981.17385075107,93236.1197983373,95966.67760474882,93214.67821600215,0.009923245846066872,0.007601016621725657,0.009618561821935066,0.0073111571854883525,0.009667567297286383,0.009999997999999998,0.009643354238539816,0.009999998497528102,-0.0011068553355790662,0.0,-0.001220645595974802,0.0,-0.0032119172029235984,0.0,-0.0012064626041447264,0.0,61.62896239395897,45.22213518279755,73.2556964710063,53.86929215468431,-0.0036095160895493455,0.0,-0.0017124123206751737,0.0,178.07564112098206,0.0,33.335964362978515,0.0,451.42398250060927,0.0,0.0,0.0,569.5676050218059,593.891335677743,0.0,0.0,569.5675570925537,593.8913406264603,0.0,0.0,287.28075542077204,296.4474569132007,283.778333387175,291.715459093883,301.3886139718947,307.14761108419214,293.81496776126636,307.14761965909935,296.6460195073494,307.14761108419214,289.4272061169439,307.14761965909935,307.50565960911,307.14761108419214,290.5926179373284,307.14761965909935,298.3562627992247,307.14761108419214,283.4289019172993,307.14761965909935,290.602420983686,307.14761108419214,286.0195793506703,307.14761965909935,0.5668366632175739,0.0,0.3885917672460023,0.0,2.844934627249233,4.7838109156356845,1.9041261919076078,3.722050497004206
Model_19,81.93521662219351,31.128027232087952,-0.7876422294777903,8.143143588089872,0.0,0.0,0.0,0.0,-197.11958146003474,0.0,-96.68681900814389,0.0,325.3180751849459,320.5064845101705,319.41810921175903,313.02949833976925,804.768407837183,989.3506740049684,379.18747822645776,470.56082559534644,95981.4351413342,93236.14032724992,95968.17433694073,93214.7999907027,0.009898052591826844,0.0075918210383501,0.009596008074301405,0.007310296386590255,0.00964496950977225,0.009999997999999998,0.009659091361977063,0.009999998497528102,-0.001324693284735907,0.0,-0.0014695995358746568,0.0,-0.0044064060539492815,0.0,-0.0015907130169213375,0.0,61.711389377483435,45.194038705315194,74.80195778064933,53.90045758425363,-0.003566598038265224,0.0,-0.0016929922205621063,0.0,184.3457175545146,0.0,25.22258554847359,0.0,465.70016396336325,0.0,0.0,0.0,568.032840045227,593.8988458248272,0.0,0.0,568.032840045227,593.8988458248272,0.0,0.0,287.24449700533035,296.444580838232,283.4314689888548,291.7080610782891,302.6490686238088,307.14761108419214,292.8492093038281,307.14761965909935,297.0336178032628,307.14761108419214,287.71936564529153,307.14761965909935,310.16181995315776,307.14761108419214,288.73759594572766,307.14761965909935,298.0961801534486,307.14761108419214,283.2605501146826,307.14761965909935,290.6084629995154,307.14761108419214,285.4757961379422,307.14761965909935,0.8467057383782911,0.0,0.5732356742836375,0.0,3.0107497911968992,4.798418442155103,1.9718668307704732,3.7348927242467473
Model_2,81.27677944177032,31.05090348542686,-0.7307791809988693,8.050396105875002,0.0,0.0,0.0,0.0,-218.89306210370276,0.0,-102.37595973163194,0.0,325.01262427556134,320.4410197931476,319.56309540785014,312.93858073468283,816.9050251720239,987.3054075317904,399.9007358068164,468.94468947143173,95982.07319819092,93236.30401153553,95968.1742658698,93214.84878190716,0.009919888731804232,0.00758829064327914,0.009600281717977707,0.007304264812106156,0.009666646935632368,0.009999997999999998,0.009662004069843322,0.009999998497528102,-0.0013982876505734129,0.0,-0.001559154319948312,0.0,-0.004825284540074301,0.0,-0.0017090230640607331,0.0,61.884286883702146,45.17772163494601,74.50941733193345,53.87753160705414,-0.0036274351989823935,0.0,-0.0017117209738491358,0.0,173.54710195283477,0.0,27.628999929878855,0.0,486.8861089324787,0.0,0.0,0.0,567.3752040478113,593.8627658462258,0.0,0.0,567.3752040478113,593.8627659569078,0.0,0.0,287.21327397835563,296.444213255036,283.48307518817643,291.70334076616575,303.38560601356807,307.14761108419214,292.9861677338071,307.14761965909935,297.3882107446293,307.14761108419214,287.47940648522047,307.14761965909935,311.3386952544015,307.14761108419214,288.4912162138588,307.14761965909935,298.46388956065255,307.14761108419214,283.439649804555,307.14761965909935,290.5001464157648,307.14761108419214,285.6737623340333,307.14761965909935,0.7762356666758198,0.0,0.5217752079211759,0.0,2.627524020715555,4.767900326971985,1.7094452823614923,3.7067358114445237
Model_20,81.84783898255532,31.14107513798362,-0.8498259076385075,8.136122910183733,0.0,0.0,0.0,0.0,-207.1586807382595,0.0,-96.57033967411517,0.0,325.26005687288,320.46727121848636,319.385086436763,313.01625844848365,802.3069719754483,989.2756970381485,373.86647574220643,470.67601770027295,95981.7370182523,93236.17799355584,95968.53173800679,93214.85226851465,0.00990166471621709,0.007590208944747523,0.009598550673574544,0.007308719573335465,0.009648562750169601,0.009999997999999998,0.009667806091423033,0.009999998497528102,-0.001376703432240349,0.0,-0.0015341133115651753,0.0,-0.004783998267985786,0.0,-0.001698466249523502,0.0,61.804559311258274,45.19378287441277,75.13612467824261,53.90646813038346,-0.0035583428254886123,0.0,-0.0016880588770634792,0.0,183.0369186900339,0.0,23.8530589915361,0.0,475.6641784284994,0.0,0.0,0.0,567.9162335648522,594.0014492235039,0.0,0.0,567.9162386302697,594.0014630720417,0.0,0.0,287.22507482959134,296.44124460683275,283.36706430786626,291.70453843889123,302.97843200452274,307.14761108419214,292.56820822968825,307.14761965909935,297.02166401389115,307.14761108419214,287.1896758585043,307.14761965909935,310.9195862493943,307.14761108419214,288.1842464513003,307.14761965909935,298.03114704248105,307.14761108419214,283.2142443030205,307.14761965909935,290.56090374575996,307.14761108419214,285.3735324535616,307.14761965909935,0.8746385430544339,0.0,0.5900692719592957,0.0,3.0459928049749636,4.801580420483558,1.983399510337587,3.7344356853333993
Model_21,82.3476714748829,31.211396595641588,-0.9075643231941528,8.206307998831935,0.0,0.0,0.0,0.0,-192.7547745566767,0.0,-92.02373361232915,0.0,325.3835240623486,320.5141609973682,319.2445909562268,313.0675455208205,787.801145556453,991.1238436360283,354.12668423356484,471.88226453378263,95981.43015474074,93236.05964788352,95968.67560248748,93214.79033821974,0.009883787957809725,0.007591076486730452,0.009590557675205945,0.007308879793420568,0.009630133845549992,0.009999997999999998,0.009661036445517687,0.009999998497528102,-0.0013350274500888387,0.0,-0.0014798556600872236,0.0,-0.0045425071201098365,0.0,-0.0016322025802939751,0.0,61.71570081634631,45.19932948112256,75.45770412679697,53.89656408251962,-0.0035445534894362786,0.0,-0.0016803930469875626,0.0,190.56554047326762,0.0,21.209517265256018,0.0,460.6550256872001,0.0,0.0,0.0,568.4843518139236,593.9559082101483,0.0,0.0,568.4843518139236,593.9558804282165,0.0,0.0,287.23783699402355,296.4402291536513,283.3018732870296,291.7061296741029,302.4887831642707,307.14761108419214,292.3942390405427,307.14761965909935,296.7998778145695,307.14761108419214,287.2834659909546,307.14761965909935,310.164307237926,307.14761108419214,288.25032422548855,307.14761965909935,297.9496968098853,307.14761108419214,283.1254389937005,307.14761965909935,290.59370630269746,307.14761108419214,285.15097176869654,307.14761965909935,0.953628675654983,0.0,0.6449323841091907,0.0,3.403620919770635,4.828309676719876,2.2175913989339366,3.7575327590746976
Model_22,81.97986601227588,31.08808807683794,-0.5295307215810046,8.080682419295325,0.0,0.0,0.0,0.0,-179.81886529208492,0.0,-101.13387527031745,0.0,325.19624711678244,320.47778270703697,319.4794673154579,312.9697766992154,812.5010689226297,988.8518036803011,403.14602700371506,469.4968793605037,95981.03575270555,93236.08435878201,95966.7865738976,93214.6626417837,0.009919165323211113,0.007599842552482967,0.009614963717493135,0.007312597855960843,0.009664267684865127,0.009999997999999998,0.00964837622839606,0.009999998497528102,-0.0010974487935390084,0.0,-0.0012074131808270069,0.0,-0.003159678157034405,0.0,-0.0011912151477790343,0.0,61.6214521746083,45.21456054546573,73.51918420513648,53.88327253422535,-0.0036071809052818605,0.0,-0.0017114075009206915,0.0,179.97802758035857,0.0,31.954674594023583,0.0,448.0880613336837,0.0,0.0,0.0,569.5533455176869,594.1659465735297,0.0,0.0,569.5533453432402,594.1659459453477,0.0,0.0,287.2829614133419,296.44921844036696,283.7189917896947,291.71451920161354,301.28733198513964,307.14761108419214,293.7832664803748,307.14761965909935,296.66768419802935,307.14761108419214,289.46384628492973,307.14761965909935,307.31182455338393,307.14761108419214,290.6087809336133,307.14761965909935,298.3563695622678,307.14761108419214,283.422650253594,307.14761965909935,290.6305699838476,307.14761108419214,285.9387048457438,307.14761965909935,0.5975885988257148,0.0,0.40933526222904215,0.0,2.851294596494912,4.786610392498217,1.9048358606606366,3.7231015013232653
Model_23,81.56820154587304,30.995281625820887,-0.3131681944629301,8.008544905209188,0.0,0.0,0.0,0.0,-184.52320076499262,0.0,-107.9713872785501,0.0,325.09044360361816,320.4296275740955,319.7680187982556,312.90648941387707,828.4934510434501,986.7362665449984,436.20600553868513,467.7532143857146,95981.09532595704,93236.15240849054,95966.08311225973,93214.68429515212,0.0099397163687288,0.007599330603942741,0.00962550218917784,0.007309633650852251,0.009682535157809724,0.009999997999999998,0.009636302524874817,0.009999998497528102,-0.0010717710339444356,0.0,-0.0011745130811419801,0.0,-0.0029946048519786782,0.0,-0.001134205696737199,0.0,61.63774496995639,45.20165548055686,72.52486942141819,53.85054679302457,-0.0036934950635277015,0.0,-0.0017394892014052658,0.0,170.17381146341467,0.0,37.467639245937654,0.0,452.7487974301367,0.0,0.0,0.0,569.8984506460991,594.2444450239811,0.0,0.0,569.8984505944112,594.2444450239811,0.0,0.0,287.28676659344217,296.453706011265,283.92804939912776,291.7162996775463,301.3714588434825,307.14761108419214,294.2362746083024,307.14761965909935,296.9759719399128,307.14761108419214,290.05050217250846,307.14761965909935,307.1262824293329,307.14761108419214,291.15648852689384,307.14761965909935,298.92414069132616,307.14761108419214,283.7029076013568,307.14761965909935,290.57922773219195,307.14761108419214,286.29513336617674,307.14761965909935,0.5160448098190923,0.0,0.3531500103892748,0.0,2.4148889036666126,4.752555399178493,1.6151381775868197,3.6953099164375134
Model_24,81.95006115231789,31.06297974643973,-0.4743779418998546,8.070338735343482,0.0,0.0,0.0,0.0,-175.37519681723757,0.0,-102.11752538393961,0.0,325.1077214359554,320.472714327914,319.51873380875463,312.95316428339527,815.3476358746568,988.4931656841379,409.810668240995,468.7810340925302,95980.94898691648,93236.06930791747,95966.53396220319,93214.6758026908,0.009923799513002747,0.007601020147703963,0.009611492102245194,0.007312775859812578,0.009668072100436118,0.009999997999999998,0.009638875550961074,0.009999998497528102,-0.0010059205518478437,0.0,-0.0011002034088644806,0.0,-0.002744980607761266,0.0,-0.001048933302598934,0.0,61.59516945469229,45.2177046812111,73.18740301114521,53.87932431404186,-0.003626927059570344,0.0,-0.0017182997383944436,0.0,177.94833868195767,0.0,33.482794542529476,0.0,442.3760511095166,0.0,0.0,0.0,570.089427863027,594.1063575915587,0.0,0.0,570.0894276821192,594.1063578719533,0.0,0.0,287.2900900113067,296.4497954627739,283.7789807010176,291.7150678097252,300.6656320384429,307.14761108419214,293.9806975593604,307.14761965909935,296.48984482797607,307.14761108419214,290.00986520109836,307.14761965909935,306.09922871587787,307.14761108419214,291.1449432159587,307.14761965909935,298.47765282183815,307.14761108419214,283.4860654078501,307.14761965909935,290.6269150896463,307.14761108419214,286.0446669681796,307.14761965909935,0.5287279344774674,0.0,0.36284358877402684,0.0,2.7721841601679857,4.780187176240253,1.8581524526570827,3.7181933618023955
Model_25,81.89121582248426,31.135371658361418,-0.7661379468971088,8.130192625515903,0.0,0.0,0.0,0.0,-198.73265830886263,0.0,-97.53133871054615,0.0,325.28506877564206,320.49968340359595,319.4580514973348,313.016860043289,806.8723563786142,989.5272833812136,382.6632981311582,470.5008640093956,95981.51172670005,93236.1508237204,95968.08746341463,93214.79918941388,0.00990308794944274,0.00759165259020095,0.009597639278533354,0.007309679200068869,0.00964991469523502,0.009999997999999998,0.009658616475044419,0.009999998497528102,-0.0013272667391794543,0.0,-0.0014730598518753028,0.0,-0.004415766302600549,0.0,-0.0015922848438136004,0.0,61.73522916362462,45.19340447549008,74.69936092424487,53.89573924701773,-0.003574373423614925,0.0,-0.0016952163068163462,0.0,183.2081179793248,0.0,25.835365814892587,0.0,467.58406970425386,0.0,0.0,0.0,568.3024913309644,593.9697032769266,0.0,0.0,568.3024914343401,593.9697034970608,0.0,0.0,287.2432029203682,296.44474142312515,283.45303591342275,291.7073544066213,302.710664351478,307.14761108419214,292.9066664496851,307.14761965909935,297.0722165918269,307.14761108419214,287.75538215797127,307.14761965909935,310.23762050072685,307.14761108419214,288.77908014052656,307.14761965909935,298.14469124051044,307.14761108419214,283.28592859958,307.14761965909935,290.6014373477629,307.14761108419214,285.52155373929895,307.14761965909935,0.829636172534324,0.0,0.5614713876078178,0.0,2.9615327066871266,4.796154219012716,1.9400339347762883,3.7317597669577194
Model_26,81.49977195622678,31.0955254636102,-0.7401004266028105,8.069343943350717,0.0,0.0,0.0,0.0,-214.25634093974602,0.0,-101.34977868542829,0.0,325.0381447310612,320.4561478070197,319.54153258116617,312.979267478417,815.031608618963,987.9658890481345,396.27483409465356,469.1788554231743,95981.89588192537,93236.2641831419,95968.11635664674,93214.8641873478,0.009916317665385237,0.007588609431251691,0.00960150868253917,0.0073076566383476396,0.009663219680019383,0.009999997999999998,0.009662760055968342,0.009999998497528102,-0.0013836716479890161,0.0,-0.0015409426965110643,0.0,-0.004739479289452431,0.0,-0.0016842373612017444,0.0,61.84509305314166,45.1764026720122,74.54348563107737,53.89562456794648,-0.0036170720298820866,0.0,-0.0017080823217089326,0.0,175.8636993910515,0.0,27.31753415287999,0.0,482.8945859963376,0.0,0.0,0.0,568.1481169730254,594.0819818835624,0.0,0.0,568.1481169730254,594.081978551295,0.0,0.0,287.22205952188665,296.4456546889835,283.4810592489097,291.70471606955755,303.2521363979971,307.14761108419214,292.9721945178485,307.14761965909935,297.3320392262962,307.14761108419214,287.54432457115166,307.14761965909935,311.12136423033434,307.14761108419214,288.55706313681145,307.14761965909935,298.3974089387821,307.14761108419214,283.40614322726543,307.14761965909935,290.52935878533356,307.14761108419214,285.64733866903566,307.14761965909935,0.7883522387530286,0.0,0.5307309706832498,0.0,2.6973794035535454,4.775104676441941,1.757955701561945,3.7116645372408197
Model_27,81.42408939783557,30.956810506431857,-0.11032532033274108,7.9727508336170905,0.0,0.0,0.0,0.0,-180.5879676932581,0.0,-112.31002010468596,0.0,325.0576743934744,320.4074676724795,319.6209111048296,312.8651111921686,827.4993451687934,985.6192841879628,447.3699778969472,467.7810744051455,95981.36300759166,93236.21735602725,95965.50825940882,93214.6468162186,0.009958888657179777,0.007605809575108837,0.00964382212566629,0.007307883257869493,0.009698870958811178,0.009999997999999998,0.009630187151542563,0.009999998497528102,-0.0009583878802713616,0.0,-0.0010490188592085284,0.0,-0.002541699466557907,0.0,-0.0009745801778921014,0.0,61.686966752382496,45.237931107927295,71.75351446341463,53.83294410310648,-0.0036921717748505897,0.0,-0.001743393160377968,0.0,164.84932937489904,0.0,42.115984667743504,0.0,449.06873605037856,0.0,0.0,0.0,569.8881366887417,594.1241543259464,0.0,0.0,569.8881093522856,594.1241544196572,0.0,0.0,287.28577230334355,296.44952744250685,284.1179990793087,291.71697368177684,300.55913147795184,307.14761108419214,294.3604154563075,307.14761965909935,296.52201861573246,307.14761108419214,290.5420177838798,307.14761965909935,305.7008025892424,307.14761108419214,291.66569679857855,307.14761965909935,298.91279011629786,307.14761108419214,283.7092654627685,307.14761965909935,290.49075411403646,307.14761108419214,286.51977124212567,307.14761965909935,0.39239446504603454,0.0,0.2704157031051526,0.0,2.444953794475852,4.752264351946774,1.6518188269100307,3.6945447317657467
Model_28,82.07321590389274,31.071971001328183,-0.5025456476141495,8.086421237853504,0.0,0.0,0.0,0.0,-173.77404005356476,0.0,-100.90273984348512,0.0,325.11416623324175,320.47562864353006,319.4208591746083,312.9812668524485,810.3161149507349,988.9990699758958,402.45733170570185,470.3371087286322,95980.9773009207,93236.04942000148,95966.66001873689,93214.68124182797,0.009921552677790341,0.007602367746375778,0.009613731657405911,0.007312850193880513,0.009665918938281377,0.009999997999999998,0.009643027388644806,0.009999998497528102,-0.0009969300184025198,0.0,-0.0010920583939977386,0.0,-0.002725934928412211,0.0,-0.0010413950231626555,0.0,61.60514342965595,45.22834057591559,73.3502747628816,53.87941170745506,-0.003603203892763689,0.0,-0.0017106504097076402,0.0,179.98499891293818,0.0,32.64100201970603,0.0,441.10473518038464,0.0,0.0,0.0,570.174394847359,594.1465050325896,0.0,0.0,570.1743947569051,594.1465084120815,0.0,0.0,287.28804034081736,296.4489610199966,283.75289953480853,291.7157364094744,300.5307128977548,307.14761108419214,293.8802243999354,307.14761965909935,296.32026199644645,307.14761108419214,289.9106454708448,307.14761965909935,305.96354194152804,307.14761108419214,291.07167876918106,307.14761965909935,298.31823748021327,307.14761108419214,283.40625340655794,307.14761965909935,290.6236969391052,307.14761108419214,285.9791436763043,307.14761965909935,0.5237924017428525,0.0,0.35983391561298655,0.0,2.912366303553545,4.7883135892540025,1.9540413029397516,3.727387970110928
Model_29,82.04646029478275,31.121237383230437,-0.6508543165108707,8.122227778473079,0.0,0.0,0.0,0.0,-185.72316261625517,0.0,-98.51550459497716,0.0,325.2726693442093,320.514266917136,319.4404774866742,313.01786513466317,806.3496785010499,989.5973686700937,389.28400812954294,470.47640625132203,95981.20781392344,93236.09122291364,95967.49266677433,93214.75319883415,0.00990955683217574,0.007597477740049683,0.009605926220578258,0.00731185003613154,0.00965570440749475,0.009999997999999998,0.009651693280083992,0.009999998497528102,-0.00120685035491843,0.0,-0.0013350532880762398,0.0,-0.003723767528622194,0.0,-0.0013772633764012276,0.0,61.664852803262804,45.21345810866517,74.12851120594411,53.890733174385716,-0.0035776325788564045,0.0,-0.0016991570840090451,0.0,183.5321826974641,0.0,28.602440479728642,0.0,454.7750867735403,0.0,0.0,0.0,569.0512277661121,593.9463406178518,0.0,0.0,569.0512277661121,593.9463406178518,0.0,0.0,287.26781056533673,296.4458576346017,283.5847302649006,291.71226355387756,301.9420969811016,307.14761108419214,293.3657955322242,307.14761965909935,296.80327691003066,307.14761108419214,288.648763335487,307.14761965909935,308.69702147795186,307.14761108419214,289.7598053690841,307.14761965909935,298.16563607010175,307.14761108419214,283.3152635277015,307.14761965909935,290.62931607494755,307.14761108419214,285.7080733807139,307.14761965909935,0.7107660727863027,0.0,0.48467474361654017,0.0,2.9989679854466162,4.799329529306147,1.988047579641415,3.7335698759057476
Model_3,81.3556833820869,31.04764886713235,-0.6509717208851559,8.048253910130603,0.0,0.0,0.0,0.0,-211.1426857426659,0.0,-103.32651989313338,0.0,325.0677671361654,320.45470555279536,319.61649029074465,312.9368815775881,820.3157527006946,987.4999418277295,407.37563481989986,468.533924365054,95981.77375803585,93236.23152687115,95967.77141140365,93214.84340900707,0.009920273593894363,0.007589574501003518,0.009603850998675497,0.007306391565356518,0.00966690309190761,0.009999997999999998,0.009657438852850912,0.009999998497528102,-0.0013587464157486676,0.0,-0.0015103194184461315,0.0,-0.004532532275302858,0.0,-0.0016256152366015185,0.0,61.812899050234215,45.1749760382468,74.13865061799387,53.876942553902154,-0.0036430194451946376,0.0,-0.0017184370324180263,0.0,173.83400803747375,0.0,29.446338106535286,0.0,479.6827297397319,0.0,0.0,0.0,567.7126036536908,594.0250012408687,0.0,0.0,567.712603472783,594.0249972853383,0.0,0.0,287.23079050557266,296.44715085421944,283.56419829752866,291.7063984664387,303.173737824261,307.14761108419214,293.25146882894524,307.14761965909935,297.43695097884023,307.14761108419214,287.9395522791148,307.14761965909935,310.80028230657405,307.14761108419214,288.96575670166374,307.14761965909935,298.57772791956063,307.14761108419214,283.50401977386525,307.14761965909935,290.5377834695526,307.14761108419214,285.7974335034728,307.14761965909935,0.7457508265675981,0.0,0.5027759163172346,0.0,2.564976944120497,4.764679225508522,1.676986589426587,3.7054487396709055
Model_30,81.93090267170086,31.12694917918193,-0.6749674158187692,8.1165295127914,0.0,0.0,0.0,0.0,-190.17808876944198,0.0,-98.74515932615316,0.0,325.2354863527701,320.51881761000567,319.5269570602488,312.99861657918683,810.4370155096108,989.3616819349681,391.4938777677273,470.24569567577544,95981.18708609272,93236.08144875421,95967.54002584396,93214.72709732641,0.009911404944677758,0.0075944280813488455,0.00960403566548215,0.0073119118455764074,0.009658050789823939,0.009999997999999998,0.009654915054272331,0.009999998497528102,-0.001251240906273623,0.0,-0.0013826667724535615,0.0,-0.003938969877758036,0.0,-0.0014464307771280892,0.0,61.697217561621706,45.1951307366997,74.24260837053788,53.89602773455986,-0.003591407950056534,0.0,-0.0017022154117267,0.0,182.6083525036343,0.0,28.17212325759974,0.0,459.0601628295856,0.0,0.0,0.0,568.8703837166855,593.8550418953686,0.0,0.0,568.8703837166855,593.8550396394226,0.0,0.0,287.2618866257471,296.4476767252872,283.55552350024226,291.70995845512465,302.26518199806173,307.14761108419214,293.2943306525602,307.14761965909935,297.01805573089973,307.14761108419214,288.4449076643515,307.14761965909935,309.2442437506057,307.14761108419214,289.5154996963334,307.14761965909935,298.2538200516879,307.14761108419214,283.3555546244549,307.14761965909935,290.6312224002584,307.14761108419214,285.6895765675981,307.14761965909935,0.7553160029106768,0.0,0.5132905480988532,0.0,2.8949778782749154,4.7917849865533615,1.9101737159958005,3.727284171446491
Model_31,82.30115425310933,31.148936949799545,-0.5746266703004361,8.14559399968468,0.0,0.0,0.0,0.0,-172.73563976882144,0.0,-98.09087244972783,0.0,325.2224090776934,320.47351381238167,319.2763764270715,313.0352269537841,798.0020309223066,990.2042304651105,384.4486916976256,471.35705588385764,95981.03700694557,93236.0152719089,95967.06720239058,93214.64438920727,0.009911195511613633,0.007602384202698182,0.009611689517929253,0.007313625957650589,0.009655823225876272,0.009999997999999998,0.009645945538200614,0.009999998497528102,-0.0010247533494879663,0.0,-0.001128987196737199,0.0,-0.0028850725592149892,0.0,-0.0010949782446793733,0.0,61.602394779195606,45.239341741397546,73.78270257632046,53.89095446506137,-0.0035604163884025196,0.0,-0.0016946663181392344,0.0,184.50821305766434,0.0,30.131276816507835,0.0,440.79696425189496,0.0,0.0,0.0,569.9091375060572,594.2286575263793,0.0,0.0,569.9091375060572,594.2286579892763,0.0,0.0,287.28261686318854,296.44367254519517,283.6695334420933,291.71476864475983,300.6065324777903,307.14761108419214,293.62916633177196,307.14761965909935,296.11355032466486,307.14761108419214,289.50934537392993,307.14761965909935,306.3220228396059,307.14761108419214,290.7109107543208,307.14761965909935,298.04184787271845,307.14761108419214,283.2495535422387,307.14761965909935,290.6095791665321,307.14761108419214,285.7814413971895,307.14761965909935,0.5479866865336779,0.0,0.377188975277015,0.0,3.2325075802132126,4.81421259728706,2.17057789615571,3.747030238979758
Model_32,81.32734215021804,30.99040980227267,-0.28723074199321597,7.977013513134763,0.0,0.0,0.0,0.0,-195.54506489758913,0.0,-110.22976100305402,0.0,325.05691766596675,320.44111648965736,319.9288222904216,312.87448210861595,834.8797831448877,986.3993389204811,444.35560495396544,467.4237466175566,95981.23441673396,93236.17949482254,95966.17913939588,93214.69597289519,0.009944763012598933,0.007594464930135032,0.00962455592925214,0.007306059716250584,0.009687649168179616,0.009999997999999998,0.009635398825310936,0.009999998497528102,-0.0011818697380552416,0.0,-0.0013004377457470522,0.0,-0.0034837712576966566,0.0,-0.0012971137161395573,0.0,61.69764967695041,45.170183195292324,72.47182601712163,53.82949385781047,-0.0037262539171054754,0.0,-0.0017475695403488935,0.0,167.1465862025521,0.0,37.7962629316427,0.0,465.0528713514912,0.0,0.0,0.0,569.5215291697626,594.2051399840126,0.0,0.0,569.5214925068649,594.2051346289692,0.0,0.0,287.275416683896,296.4559789927934,283.93199875141335,291.71500199645817,302.2500532256501,307.14761108419214,294.2080103101276,307.14761965909935,297.4143788483282,307.14761108419214,289.6223862768535,307.14761965909935,308.63221095622674,307.14761108419214,290.7049821030529,307.14761965909935,299.1382696058795,307.14761108419214,283.796827042481,307.14761965909935,290.5541779324826,307.14761108419214,286.3253502535939,307.14761965909935,0.5603892605588757,0.0,0.3805906480180908,0.0,2.233680139722177,4.739723543697273,1.479765080904539,3.683943085259611
Model_33,82.38300264343401,31.148623132916846,-0.635029312668955,8.150400094887475,0.0,0.0,0.0,0.0,-162.79274730692077,0.0,-95.68030258336049,0.0,325.26247918914555,320.51275799419534,319.2556782248425,313.0328849666724,796.0455394411242,990.1568278453894,379.5057117283153,470.69479959957704,95980.92601356807,93236.00679917357,95967.10417864643,93214.67713517968,0.009907085856178324,0.007601749525164178,0.00960204718058472,0.007312705302265292,0.009651596391616864,0.009999997999999998,0.009642603975932806,0.009999998497528102,-0.0008185478110547569,0.0,-0.0008898011024261024,0.0,-0.002053870058026167,0.0,-0.0008029781439185914,0.0,61.595253424325634,45.234705333767856,73.92976125569375,53.885444997442015,-0.003567329830447424,0.0,-0.0016970554236956873,0.0,185.0923880293975,0.0,28.91435991875303,0.0,426.57551905134045,0.0,0.0,0.0,570.4616620739783,593.9837413109673,0.0,0.0,570.4616620739783,593.9837413109673,0.0,0.0,287.28200270392506,296.4448619937526,283.62294482959135,291.7137450153725,298.9655920465192,307.14761108419214,293.686809420126,307.14761965909935,295.50924049749636,307.14761108419214,290.35986600872235,307.14761965909935,303.3737442561784,307.14761108419214,291.48226357615897,307.14761965909935,298.0936634324019,307.14761108419214,283.2652630899693,307.14761965909935,290.6161487659506,307.14761108419214,285.7090478404136,307.14761965909935,0.4437807649071232,0.0,0.30569218523501857,0.0,3.2272073578904865,4.814145244902477,2.1677280855354546,3.7465163059817503
