Model,day_urban_T2,day_urban_TC_URB,day_urban_SNET_URB,day_urban_LNET_URB,day_urban_LNET_plus_SNET_URB,day_urban_GRDFLX,day_urban_HFX,day_urban_LH_URB,day_urban_LH,day_urban_LWDNB,day_urban_LWUPB,day_urban_QC_URB,day_urban_SH_URB,day_urban_SWDNB,day_urban_SWUPB,day_urban_TB_URB,day_urban_TG_URB,day_urban_TR_URB,day_urban_TS_URB,day_urban_RH,day_urban_WS,day_nonurban_T2,day_nonurban_TC_URB,day_nonurban_SNET_URB,day_nonurban_LNET_URB,day_nonurban_LNET_plus_SNET_URB,day_nonurban_GRDFLX,day_nonurban_HFX,day_nonurban_LH_URB,day_nonurban_LH,day_nonurban_LWDNB,day_nonurban_LWUPB,day_nonurban_QC_URB,day_nonurban_SH_URB,day_nonurban_SWDNB,day_nonurban_SWUPB,day_nonurban_TB_URB,day_nonurban_TG_URB,day_nonurban_TR_URB,day_nonurban_TS_URB,day_nonurban_RH,day_nonurban_WS,night_urban_T2,night_urban_TC_URB,night_urban_SNET_URB,night_urban_LNET_URB,night_urban_LNET_plus_SNET_URB,night_urban_GRDFLX,night_urban_HFX,night_urban_LH_URB,night_urban_LH,night_urban_LWDNB,night_urban_LWUPB,night_urban_QC_URB,night_urban_SH_URB,night_urban_SWDNB,night_urban_SWUPB,night_urban_TB_URB,night_urban_TG_URB,night_urban_TR_URB,night_urban_TS_URB,night_urban_RH,night_urban_WS,night_nonurban_T2,night_nonurban_TC_URB,night_nonurban_SNET_URB,night_nonurban_LNET_URB,night_nonurban_LNET_plus_SNET_URB,night_nonurban_GRDFLX,night_nonurban_HFX,night_nonurban_LH_URB,night_nonurban_LH,night_nonurban_LWDNB,night_nonurban_LWUPB,night_nonurban_QC_URB,night_nonurban_SH_URB,night_nonurban_SWDNB,night_nonurban_SWUPB,night_nonurban_TB_URB,night_nonurban_TG_URB,night_nonurban_TR_URB,night_nonurban_TS_URB,night_nonurban_RH,night_nonurban_WS
WRF_PCE_07_LA_40,299.5036,310.3723,510.46994,-254.97531,255.49466,-63.962257,121.55591,0.0,112.55975,14463671.0,19380888.0,0.010188146,163.09119,24261834.0,3190788.2,315.5794,324.02618,306.2887,303.246,51.437214,2.1542883,301.05197,307.1912,0.0,0.0,0.0,-25.817644,171.91153,0.0,28.202715,14050624.0,19790988.0,0.009999999,0.0,24550810.0,5704058.5,307.1912,307.1912,303.0953,307.1912,36.710884,4.228037,293.3796,296.79822,0.0,-99.78485,-99.78485,77.62423,-2.257809,0.0,-0.95604426,14178234.0,17520264.0,0.01021478,10.568142,0.0,0.0,302.8695,297.0849,287.56476,296.14447,68.64374,1.1282296,288.8879,300.04724,0.0,-0.32302064,-0.32302064,31.172426,-29.670996,0.0,5.265401,13772236.0,17257510.0,0.009767441,0.010910886,0.0,0.0,307.17776,306.01645,300.0075,307.15857,43.840546,3.2472038
WRF_PCE_07_LA_41,299.5357,310.69186,527.5882,-264.57364,263.01456,-69.621864,117.07336,0.0,112.10444,14490321.0,19390500.0,0.010221008,156.02925,24412258.0,3144072.2,316.06552,324.52017,311.23184,303.22943,51.441097,1.82313,301.08624,307.1912,0.0,0.0,0.0,-26.321363,171.99712,0.0,28.215197,14125150.0,19829790.0,0.009999998,0.0,24765914.0,5843762.5,307.1912,307.1912,307.1912,307.1912,36.671616,4.19879,293.37888,297.2089,0.0,-102.68406,-102.68406,80.07308,-0.45460564,0.0,-0.9585692,14172457.0,17543248.0,0.010210716,12.94029,0.0,0.0,303.30713,297.47763,281.57578,296.36386,68.325165,0.9582763,295.69266,307.19122,0.0,0.0,0.0,30.33778,-29.570074,0.0,5.3131986,13677891.0,17235208.0,0.009999999,0.0,0.0,0.0,307.19122,307.19122,293.53827,307.19122,43.76972,3.2217448
WRF_PCE_07_LA_42,299.5533,310.81522,519.79865,-259.54993,260.24863,-70.31756,116.86037,0.0,112.006645,14491569.0,19409906.0,0.010224605,155.86986,24366896.0,3214622.8,316.1122,324.47784,307.25067,303.26166,51.401505,1.7515757,301.0895,307.1912,0.0,0.0,0.0,-26.22019,171.99754,0.0,28.198816,14059309.0,19820746.0,0.009999998,0.0,24698222.0,5797929.5,307.1912,307.1912,303.1492,307.1912,36.66309,4.235575,293.41388,297.44705,0.0,-103.94901,-103.94901,83.15304,0.18679488,0.0,-0.9389909,13887575.0,17182532.0,0.010214325,13.868191,0.0,0.0,303.49228,297.7054,288.267,296.4766,68.15975,0.90132576,295.69766,307.19122,0.0,0.0,0.0,30.911543,-29.54426,0.0,5.307498,13558165.0,16864698.0,0.009999999,0.0,0.0,0.0,307.19122,307.19122,300.36475,307.19122,43.758095,3.1705835
WRF_PCE_07_LA_43,299.60587,310.97495,521.6111,-256.28076,265.33035,-74.753174,112.959496,0.0,111.59097,14131157.0,18908644.0,0.010254326,147.36194,24395150.0,3290143.2,316.34912,324.50156,308.15082,303.28354,51.303055,1.4319087,297.15817,303.1492,0.97205526,-0.37401086,0.5980444,-26.80452,171.75699,0.0,27.791946,13809162.0,19336040.0,0.00986842,0.14388025,24764732.0,5837230.0,307.1936,306.5616,303.14294,307.17908,36.659756,4.0912166,293.60107,298.38608,0.0,-111.96549,-111.96549,92.40054,3.3360507,0.0,-0.83778065,13923001.0,17266724.0,0.010212011,18.930319,0.0,0.0,304.29813,298.65292,295.21396,297.018,67.22149,0.7691419,295.70663,307.19122,0.0,0.0,0.0,31.61932,-29.441067,0.0,5.287152,13647502.0,16863066.0,0.009999999,0.0,0.0,0.0,307.19122,307.19122,307.19122,307.19122,43.730034,3.1597211
WRF_PCE_07_LA_44,299.616,310.79138,527.8577,-263.02502,264.83264,-69.89212,119.33313,0.0,113.7089,14691630.0,19686228.0,0.010196081,161.22467,24677980.0,3321779.2,316.22534,324.73157,311.46628,303.3545,51.08709,1.9201399,289.2267,295.06522,2.024225,-1.074886,0.94933933,-26.465952,171.88286,0.0,27.330425,14252179.0,20088794.0,0.0096052615,0.49848497,24763738.0,5833529.0,307.20862,305.29767,307.1795,307.15604,36.579117,4.2533755,293.452,297.4777,0.0,-106.26116,-106.26116,85.23092,0.0826348,0.0,-0.9174197,14195437.0,17568468.0,0.010194294,14.113123,0.0,0.0,303.50272,297.7462,294.8454,296.5055,67.95698,0.9816027,289.13202,300.36475,0.0,-0.28664544,-0.28664544,31.779802,-29.500223,0.0,5.2167473,13861774.0,17235958.0,0.009777776,0.033892144,0.0,0.0,307.176,306.06754,307.1487,307.15598,43.653408,3.2152927
WRF_PCE_07_LA_45,299.75696,311.01907,549.1145,-271.9198,277.19467,-70.78619,125.706856,0.0,116.97921,14493275.0,19466254.0,0.010180148,168.96324,25289090.0,3188136.2,316.2847,325.26056,311.3896,303.5601,50.599693,2.1661687,297.20035,303.03995,6.8284685e-09,-0.26250276,-0.26250276,-26.852266,176.9879,0.0,28.674799,14127072.0,19896616.0,0.009864864,0.08622622,25304354.0,5969974.5,307.1958,306.52444,307.18512,307.17932,36.343002,4.274108,293.26224,296.50217,0.0,-100.708824,-100.708824,78.95957,-2.7958987,0.0,-1.0154229,14168178.0,17484174.0,0.010195955,9.35027,0.0,0.0,302.57425,296.76062,294.49097,295.98218,68.89376,1.0895718,295.685,307.19122,0.0,0.0,0.0,31.599255,-29.659592,0.0,5.3413143,13860169.0,17235404.0,0.009999999,0.0,0.0,0.0,307.19122,307.19122,307.19122,307.19122,43.79366,3.236988
WRF_PCE_07_LA_46,299.5898,310.6559,516.9388,-258.30438,258.63434,-64.86791,119.35581,0.0,112.36218,14678827.0,19676232.0,0.010183868,162.85892,24318264.0,3356707.2,316.05478,324.3523,311.20966,303.34503,51.13605,1.9967833,297.0506,303.0953,1.1936595,-0.45237637,0.7412832,-26.080309,172.23761,0.0,27.816267,14245435.0,20086204.0,0.009866665,0.23566686,24757012.0,5835721.0,307.20023,306.56772,307.19415,307.18066,36.6496,4.2992997,293.38467,297.3075,0.0,-104.28518,-104.28518,83.28975,-0.52833915,0.0,-0.965924,14190541.0,17545406.0,0.0102181,13.064725,0.0,0.0,303.26248,297.5504,294.63943,296.36707,68.39742,1.0108331,289.1116,300.36475,0.0,-0.34310615,-0.34310615,31.799644,-29.509886,0.0,5.145432,13862569.0,17237196.0,0.009777776,0.061991602,0.0,0.0,307.18738,306.07675,307.16653,307.16312,43.78021,3.2119336
WRF_PCE_07_LA_47,299.52612,310.03275,518.64935,-253.37482,265.2745,-64.70632,122.391655,0.0,113.05771,14470157.0,19378274.0,0.01019118,163.82051,24426492.0,3385894.5,315.53262,324.03293,310.49326,303.2455,51.37094,2.342231,301.07547,307.1912,0.0,0.0,0.0,-26.19172,172.15201,0.0,28.317835,14113047.0,19805888.0,0.009999998,0.0,24767070.0,5843975.5,307.1912,307.1912,307.1912,307.1912,36.703026,4.2448254,293.33203,296.826,0.0,-101.42249,-101.42249,80.10477,-2.2302222,0.0,-0.9803784,14159719.0,17509476.0,0.010176711,10.933695,0.0,0.0,302.78912,297.0876,294.3845,296.11554,68.559654,1.2104504,289.09598,300.36475,0.0,-0.26908407,-0.26908407,31.681608,-29.640793,0.0,5.2404885,13861807.0,17236888.0,0.009777776,0.020151548,0.0,0.0,307.1789,306.06934,307.1549,307.1594,43.786915,3.234335
WRF_PCE_07_LA_48,299.53403,310.22455,516.66895,-247.12007,269.54895,-69.46564,120.91145,0.0,113.49806,14480778.0,19374970.0,0.010206594,159.81966,24648932.0,3591467.5,315.6018,324.02487,310.77783,303.23657,51.39934,2.110705,293.16348,299.1072,1.2080283,-0.84497815,0.36305022,-26.049515,172.04646,0.0,27.67917,14125752.0,19810458.0,0.009736841,0.61295176,24766550.0,5838624.5,307.23035,305.95193,307.2102,307.182,36.656776,4.2027526,293.45102,297.50446,0.0,-102.21583,-102.21583,83.44832,-0.33533028,0.0,-0.91886514,13573097.0,16785880.0,0.010196022,13.281003,0.0,0.0,303.37964,297.7631,294.6087,296.44943,68.11384,1.0672749,295.69415,307.19122,0.0,0.0,0.0,31.38132,-29.663492,0.0,5.359633,13424481.0,16467952.0,0.009999999,0.0,0.0,0.0,307.19122,307.19122,307.19122,307.19122,43.777973,3.1236362
WRF_PCE_07_LA_49,299.57452,310.44714,496.07172,-254.05731,242.01453,-58.003605,121.56269,0.0,112.18478,14469637.0,19410418.0,0.010160644,166.48848,23883598.0,3064337.0,315.75217,324.0657,298.0084,303.34866,51.086285,2.2494109,293.02795,298.99942,1.867959,-0.72846407,1.1394949,-25.099575,169.3662,0.0,27.40613,13947424.0,19792624.0,0.009733332,0.33184478,24146118.0,5529488.0,307.19113,305.912,294.88724,307.16153,36.669548,4.2618957,293.2816,296.59177,0.0,-100.33244,-100.33244,78.77589,-2.7498615,0.0,-1.0047014,14167080.0,17489890.0,0.01019339,9.604728,0.0,0.0,302.597,296.83505,294.46606,296.00845,68.83129,1.1199236,295.68747,307.19122,0.0,0.0,0.0,31.5873,-29.685656,0.0,5.355013,13860635.0,17236236.0,0.009999999,0.0,0.0,0.0,307.19122,307.19122,307.19122,307.19122,43.784203,3.2407918
WRF_PCE_07_LA_50,299.42972,309.94794,498.27295,-252.04153,246.23145,-59.939487,119.95264,0.0,110.78218,14661431.0,19618730.0,0.010215243,164.76762,23793128.0,3172385.8,315.25552,323.49048,305.72226,303.13467,51.778854,2.2993133,288.9967,294.90353,3.7819295,-1.6731119,2.1088178,-26.134731,170.56412,0.0,26.804169,14176414.0,20072628.0,0.009599999,1.1309087,24478848.0,5676792.5,307.2562,305.36084,303.13922,307.18192,36.811665,4.252647,293.26248,296.59515,0.0,-96.23526,-96.23526,72.78309,-2.8550353,0.0,-1.0192302,14130026.0,17484300.0,0.01017543,9.50962,0.0,0.0,302.5339,296.81253,273.9683,295.98865,68.80228,1.1562365,289.08572,300.36475,0.0,-0.33187208,-0.33187208,29.85759,-29.620607,0.0,5.224516,13569519.0,17236654.0,0.009777776,0.07301418,0.0,0.0,307.18866,306.0787,286.68695,307.16336,43.72234,3.2366488
WRF_PCE_07_LA_51,299.62576,310.486,521.7985,-251.56386,270.2347,-72.81863,117.653786,0.0,113.117,14293689.0,19122992.0,0.010264104,152.27762,24623874.0,3443055.0,316.0941,324.48508,307.50183,303.30237,51.307922,1.8953421,297.1082,303.03995,0.0010074312,-0.15266855,-0.15166113,-26.089367,171.04778,0.0,28.049799,13939862.0,19519436.0,0.009864864,0.0052949227,24624664.0,5808993.5,307.17456,306.50302,303.0059,307.16708,36.653008,4.141173,293.66217,298.1104,0.0,-108.87651,-108.87651,87.98167,1.8086195,0.0,-0.79843813,14212663.0,17641544.0,0.0101847695,17.675768,0.0,0.0,304.08026,298.42923,288.169,296.88696,67.167046,1.0397854,282.3192,293.228,0.0,-0.6082205,-0.6082205,31.50603,-29.515644,0.0,5.160864,13764998.0,17242950.0,0.009545454,0.053127386,0.0,0.0,307.15378,304.89075,300.11047,307.1187,43.680573,3.2173219
WRF_PCE_07_LA_52,299.51886,310.6257,518.74567,-258.0106,260.7351,-71.524155,115.04548,0.0,111.325615,14684960.0,19649792.0,0.010253245,154.36458,24323910.0,3315254.5,315.95804,324.19952,311.32547,303.19104,51.583927,1.7243927,301.07996,307.1912,0.0,0.0,0.0,-26.409163,170.81563,0.0,28.080017,14256473.0,20087274.0,0.009999999,0.0,24665280.0,5819846.0,307.1912,307.1912,307.1912,307.1912,36.70468,4.220502,293.4914,297.81946,0.0,-105.99625,-105.99625,87.3651,1.2875139,0.0,-0.8986806,13603322.0,16818682.0,0.0102125285,15.320349,0.0,0.0,303.79364,298.0839,294.94995,296.67612,67.81426,0.8742022,295.69894,307.19122,0.0,0.0,0.0,31.439562,-29.533247,0.0,5.3096743,13439087.0,16474786.0,0.009999999,0.0,0.0,0.0,307.19122,307.19122,307.19122,307.19122,43.75519,3.0862079
WRF_PCE_07_LA_53,299.4586,310.1424,500.55283,-252.81905,247.73376,-63.96103,115.380714,0.0,110.18667,14464387.0,19338682.0,0.010242203,152.79175,23797908.0,3132200.8,315.675,323.88336,306.32162,303.10205,51.737885,1.9814047,293.10638,299.1072,3.1333675,-1.2969416,1.8364254,-26.03926,171.59259,0.0,27.171879,14057974.0,19803384.0,0.009736841,0.8996597,24570418.0,5697738.0,307.24976,306.0175,303.19913,307.1906,36.771427,4.1942124,293.42746,297.3386,0.0,-105.58264,-105.58264,84.51314,-0.27803412,0.0,-0.93869776,14189621.0,17557926.0,0.010204936,13.70588,0.0,0.0,303.3696,297.61438,294.6801,296.42673,68.18583,1.05541,295.6925,307.19122,0.0,0.0,0.0,31.610893,-29.615698,0.0,5.329004,13861171.0,17235718.0,0.009999999,0.0,0.0,0.0,307.19122,307.19122,307.19122,307.19122,43.76793,3.2287214
WRF_PCE_07_LA_54,299.52118,310.15005,510.1135,-254.22574,255.8877,-63.884632,121.35057,0.0,112.85757,14475813.0,19375578.0,0.010199219,161.62119,24278022.0,3217973.0,315.63367,324.15015,306.33743,303.2335,51.415825,2.249942,301.0769,307.1912,0.0,0.0,0.0,-25.646664,172.13737,0.0,28.296555,14065187.0,19812976.0,0.009999998,0.0,24568702.0,5710111.0,307.1912,307.1912,303.1492,307.1912,36.70206,4.219661,293.3523,296.84293,0.0,-100.68316,-100.68316,78.914215,-1.9852691,0.0,-0.9667915,14170125.0,17517524.0,0.010206305,11.121,0.0,0.0,302.8771,297.11893,287.83685,296.14456,68.68931,1.1698213,289.15067,300.36475,0.0,-0.29413202,-0.29413202,31.122679,-29.596102,0.0,5.258,13767804.0,17237698.0,0.009777776,0.003428185,0.0,0.0,307.17245,306.06497,300.3185,307.15747,43.859886,3.2267969
WRF_PCE_07_LA_55,299.54642,310.6936,523.5703,-262.23056,261.33972,-69.6146,117.16738,0.0,112.09925,14680098.0,19660896.0,0.010225088,158.15157,24417864.0,3253477.0,316.05237,324.43893,311.28433,303.24643,51.420143,1.8379155,301.08728,307.1912,0.0,0.0,0.0,-26.316183,172.01028,0.0,28.216463,14251392.0,20092944.0,0.009999998,0.0,24766726.0,5843919.5,307.1912,307.1912,307.1912,307.1912,36.66942,4.267157,293.40735,297.4189,0.0,-104.07138,-104.07138,82.12764,0.0923982,0.0,-0.9442508,14168806.0,17557798.0,0.010203554,13.99167,0.0,0.0,303.45853,297.6903,281.61746,296.45932,68.1375,0.9554867,289.1023,300.36475,0.0,-0.28256753,-0.28256753,30.708437,-29.499962,0.0,5.190385,13683356.0,17236164.0,0.009777776,0.029518217,0.0,0.0,307.18076,306.07098,293.50317,307.16034,43.770725,3.2113903
WRF_PCE_07_LA_56,299.59293,310.1287,498.23474,-239.9961,258.23865,-65.096664,121.13939,0.0,113.154366,14688002.0,19674632.0,0.010194096,165.89581,24297788.0,3708377.2,315.64557,323.71558,306.54138,303.3268,51.167324,2.2474675,301.08078,307.1912,0.0,0.0,0.0,-25.65751,171.57903,0.0,28.406376,14201585.0,20085226.0,0.009999999,0.0,24579160.0,5762705.0,307.1912,307.1912,302.92465,307.1912,36.66481,4.3357406,293.54694,297.99704,0.0,-106.22294,-106.22294,86.028694,0.78491354,0.0,-0.8636073,14197470.0,17602470.0,0.010193037,16.280306,0.0,0.0,303.71964,298.2738,294.63583,296.66885,67.73734,1.1577611,295.6977,307.19122,0.0,0.0,0.0,31.585907,-29.658535,0.0,5.3616557,13861660.0,17236566.0,0.009999999,0.0,0.0,0.0,307.19122,307.19122,307.19122,307.19122,43.772434,3.236025
WRF_PCE_07_LA_57,299.49918,310.0072,522.10547,-260.1474,261.9581,-64.03461,122.23284,0.0,112.59147,14669649.0,19644192.0,0.010200495,167.49695,24324002.0,3224595.2,315.4588,323.94907,310.3656,303.21747,51.505962,2.4084876,297.04648,303.0953,0.8979662,-0.54733217,0.35063398,-25.635347,171.47002,0.0,27.817133,14249003.0,20078706.0,0.009866665,0.41698086,24659766.0,5813957.5,307.21927,306.57867,307.20935,307.19,36.743694,4.3185325,293.3525,296.6253,0.0,-98.016624,-98.016624,77.23154,-2.8740883,0.0,-0.98517704,13833075.0,17081756.0,0.010190573,8.993701,0.0,0.0,302.64114,296.9079,287.6586,296.06415,68.60165,1.1710789,282.58,293.53827,0.0,-0.5362682,-0.5362682,31.100117,-29.616745,0.0,5.0816727,13553099.0,16838338.0,0.009555554,0.0195935,0.0,0.0,307.15222,304.93265,300.27835,307.11612,43.718933,3.1453638
WRF_PCE_07_LA_58,299.53937,309.96698,524.9906,-257.7122,267.27835,-61.108414,128.06389,0.0,114.29761,14662684.0,19659990.0,0.010125581,177.48277,24510062.0,3277123.2,315.12405,323.64386,310.2769,303.32706,51.0994,2.762176,296.99753,303.03995,0.6278501,-0.2834833,0.3443668,-26.559296,172.0978,0.0,28.03422,14233651.0,20069248.0,0.009864864,0.08024636,24774374.0,5844177.5,307.1818,306.52542,307.17078,307.17273,36.698124,4.3032126,293.20807,295.95752,0.0,-91.90262,-91.90262,69.40825,-4.990525,0.0,-1.0304496,13817048.0,17064708.0,0.01015599,6.631648,0.0,0.0,301.81277,296.17188,274.53055,295.67902,69.1448,1.3209772,295.68097,307.19122,0.0,0.0,0.0,29.564377,-29.803917,0.0,5.399051,13368646.0,16861762.0,0.009999999,0.0,0.0,0.0,307.19122,307.19122,286.7118,307.19122,43.78857,3.2012699
WRF_PCE_07_LA_59,299.421,309.75272,501.09616,-254.2267,246.86949,-57.968395,123.03746,0.0,111.359924,14644801.0,19615272.0,0.010166166,170.88536,23733454.0,2982584.0,314.9078,323.15372,297.5308,303.14877,51.597767,2.6023579,296.9382,303.03995,1.52646,-0.60318553,0.9232746,-25.559645,169.10834,0.0,27.626217,14084146.0,20055690.0,0.009864864,0.3865432,24220980.0,5591024.5,307.21042,306.5763,294.75146,307.18784,36.86877,4.270714,293.2219,296.00787,0.0,-94.683685,-94.683685,72.81143,-4.6342235,0.0,-1.0222268,13827609.0,17058648.0,0.010182754,6.9892406,0.0,0.0,301.95508,296.25348,287.4333,295.71722,69.262405,1.2730985,289.1502,300.36475,0.0,-0.27398923,-0.27398923,30.883675,-29.70224,0.0,5.286518,13539773.0,16857900.0,0.009777776,-0.007551806,0.0,0.0,307.16684,306.06073,300.31454,307.15552,43.852417,3.1954443
WRF_PCE_07_LA_60,299.58295,310.73874,515.8734,-249.71158,266.16187,-74.080666,115.16819,0.0,111.864975,14305777.0,19162986.0,0.010240801,150.75218,24429874.0,3464036.2,316.04703,324.1668,307.60858,303.27206,51.32721,1.6288272,301.09375,307.1912,0.0,0.0,0.0,-26.677301,171.9377,0.0,28.196234,13926685.0,19576028.0,0.009999998,0.0,24767390.0,5843753.5,307.1912,307.1912,303.1492,307.1912,36.651134,4.172634,293.58063,298.29132,0.0,-106.76751,-106.76751,86.52577,2.565835,0.0,-0.8485224,13894888.0,17229112.0,0.010209763,17.687971,0.0,0.0,304.13608,298.55545,281.99734,296.91287,67.40825,0.86106914,295.70227,307.19122,0.0,0.0,0.0,30.367708,-29.506683,0.0,5.3113303,13468767.0,16848360.0,0.009999999,0.0,0.0,0.0,307.19122,307.19122,293.53827,307.19122,43.74869,3.1336575
WRF_PCE_07_LA_61,299.4674,310.0804,518.87177,-258.8887,259.98303,-62.914284,121.47655,0.0,112.42653,14468435.0,19361738.0,0.010202909,163.87775,24226992.0,3131400.2,315.49506,323.95404,306.3337,303.17545,51.608852,2.3149056,296.9721,303.03995,1.7041965,-0.7214931,0.9827032,-25.907068,173.66977,0.0,27.81862,14064156.0,19799984.0,0.009864864,0.5246989,24824794.0,5814769.0,307.22366,306.5927,303.06693,307.1933,36.832897,4.2719383,293.30634,296.56223,0.0,-96.14387,-96.14387,76.85731,-2.8803227,0.0,-0.9872839,13223293.0,16306003.0,0.010171645,9.417118,0.0,0.0,302.6014,296.8223,287.71368,296.02316,68.62843,1.103079,289.12308,300.36475,0.0,-0.27105078,-0.27105078,30.767494,-29.621183,0.0,5.2537613,13138967.0,16099676.0,0.009777776,0.020779997,0.0,0.0,307.17328,306.06488,300.32123,307.15448,43.676846,3.0239995
WRF_PCE_07_LA_62,299.57626,310.72302,531.20636,-265.45865,265.7477,-68.059845,121.37078,0.0,113.651436,14667454.0,19676770.0,0.010179143,165.24997,24645604.0,3210119.0,315.91748,324.48718,311.0022,303.33014,51.18319,2.0587304,285.26453,291.02322,3.035064,-1.6717405,1.3633238,-26.417212,171.82797,0.0,27.005474,14254048.0,20088800.0,0.009473683,1.0053198,24763952.0,5828492.0,307.24146,304.69916,307.20425,307.1578,36.520584,4.2539783,293.29767,296.7564,0.0,-101.76927,-101.76927,80.27647,-2.0693398,0.0,-0.9956824,14175498.0,17502654.0,0.010203026,10.447978,0.0,0.0,302.81058,297.00787,294.5992,296.1024,68.73194,1.0403035,295.68918,307.19122,0.0,0.0,0.0,31.611856,-29.621414,0.0,5.3345337,13861365.0,17235986.0,0.009999999,0.0,0.0,0.0,307.19122,307.19122,307.19122,307.19122,43.782017,3.2317288
WRF_PCE_07_LA_63,299.56964,310.92822,523.5402,-260.0056,263.53455,-71.52536,115.18281,0.0,111.779236,14487358.0,19391972.0,0.010231661,150.89032,24417286.0,3254851.2,316.21555,324.5126,311.64532,303.26517,51.35659,1.5829115,301.0937,307.1912,0.0,0.0,0.0,-26.265646,171.93338,0.0,28.175053,14112115.0,19810162.0,0.009999998,0.0,24766224.0,5843587.5,307.1912,307.1912,307.1912,307.1912,36.64676,4.1866384,293.48526,297.8018,0.0,-108.87407,-108.87407,88.00945,1.3381368,0.0,-0.89864427,14204382.0,17592566.0,0.010200276,15.845141,0.0,0.0,303.82535,298.07434,295.08508,296.684,67.68948,0.8517654,288.97046,300.2096,0.0,-0.2848245,-0.2848245,31.841703,-29.354082,0.0,5.17012,13866109.0,17235924.0,0.009772726,0.029408174,0.0,0.0,307.17822,306.04434,307.1518,307.15872,43.758648,3.1955733
WRF_PCE_07_LA_64,299.54373,310.81616,506.98978,-259.04938,247.94038,-63.910255,117.748375,0.0,111.44844,14665750.0,19662086.0,0.010199382,160.08607,24087192.0,3156670.8,316.01822,324.28116,306.9209,303.2801,51.355133,1.8214028,301.05362,307.1912,0.0,0.0,0.0,-25.105133,170.39723,0.0,28.092524,14181362.0,20072192.0,0.009999999,0.0,24371974.0,5659953.5,307.1912,307.1912,303.0953,307.1912,36.66506,4.2833056,293.38705,297.23483,0.0,-101.04571,-101.04571,79.7314,-0.6465145,0.0,-0.9567368,13867408.0,17155656.0,0.010214583,12.532962,0.0,0.0,303.2726,297.49448,281.51456,296.36072,68.31908,0.9252272,289.13782,300.36475,0.0,-0.2846668,-0.2846668,30.532675,-29.50066,0.0,5.1699286,13465018.0,16862798.0,0.009777776,0.020268466,0.0,0.0,307.1753,306.0648,293.49847,307.1554,43.73359,3.159008
WRF_PCE_07_LA_65,299.52255,310.69876,512.2858,-261.52713,250.75865,-64.70837,119.05924,0.0,111.85422,14668252.0,19657968.0,0.010217385,161.44229,24211256.0,3103643.0,315.9157,324.2914,306.69208,303.25143,51.518204,1.9185175,293.13263,299.1072,1.9806579,-0.9809569,0.99970084,-25.812435,171.83795,0.0,27.34761,14197485.0,20089714.0,0.009736841,0.6040843,24562624.0,5696846.5,307.2286,305.97116,303.1747,307.18124,36.694813,4.257273,293.31793,296.94336,0.0,-101.901215,-101.901215,81.456955,-1.4346485,0.0,-0.9845833,13872937.0,17124236.0,0.010203215,11.187478,0.0,0.0,302.9871,297.1868,294.66452,296.2004,68.57077,0.96173614,289.10504,300.36475,0.0,-0.32535055,-0.32535055,31.69761,-29.495623,0.0,5.196795,13647767.0,16858036.0,0.009777776,0.04957794,0.0,0.0,307.18497,306.07434,307.1613,307.16086,43.81011,3.1595907
WRF_PCE_07_LA_66,299.4444,310.65848,512.33777,-262.04285,250.29489,-67.44189,114.925575,0.0,110.690834,14666885.0,19629152.0,0.010223399,154.63338,24058628.0,3048318.2,315.84583,324.14572,306.66098,303.1274,51.683243,1.7091583,284.75372,290.58624,4.3313136,-2.3273141,2.0039995,-25.555363,171.34218,0.0,26.465609,14219212.0,20110210.0,0.009459458,1.6137104,24570196.0,5702302.5,307.31186,304.72952,303.13116,307.18857,36.772617,4.224881,293.37164,297.2421,0.0,-100.48801,-100.48801,78.77564,-0.33077526,0.0,-0.9605071,13859779.0,17141704.0,0.010213773,12.477697,0.0,0.0,303.34125,297.50168,275.20676,296.37766,68.31651,0.87775505,295.6944,307.19122,0.0,0.0,0.0,29.729227,-29.526329,0.0,5.2995152,13370560.0,16847634.0,0.009999999,0.0,0.0,0.0,307.19122,307.19122,286.7118,307.19122,43.7637,3.137504
WRF_PCE_07_LA_67,299.53787,310.74585,519.8316,-257.9946,261.83698,-71.92432,115.54198,0.0,111.64965,14682467.0,19657908.0,0.010229537,154.89046,24411980.0,3347843.8,316.01447,324.2667,311.43585,303.2271,51.434353,1.6796675,301.06415,307.1912,0.0,0.0,0.0,-26.511742,171.79295,0.0,28.110126,14248101.0,20084754.0,0.009999999,0.0,24755140.0,5841185.0,307.1912,307.1912,307.1912,307.1912,36.680984,4.230063,293.56207,297.95673,0.0,-107.67349,-107.67349,88.24893,1.6997604,0.0,-0.85423017,13911166.0,17209272.0,0.010255147,16.551376,0.0,0.0,303.99304,298.27036,295.22552,296.76123,67.9016,0.8879518,282.35364,293.228,0.0,-0.6002311,-0.6002311,31.8987,-29.153606,0.0,5.111466,13668359.0,16865868.0,0.009545454,0.037510455,0.0,0.0,307.15466,304.88895,307.09756,307.12027,43.855366,3.1189222
